hneurons,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,sigma8,sigma9,sigma100,0,0,0,0,0,0,0,0,0,0
5,0.0350628526924285,0.0295550244543667,0.0351014897351306,0.165221558992441,0.033675858345976,0.165221558992441,0.0273804502762031,0.0350322593740405,0.0350912633363101,0.0287699155510299
10,0.165221558992441,0.0269879835891651,0.0274300774063582,0.0315626346806655,0.0275686932221852,0.0274855401373994,0.0351094967621734,0.0273692655998729,0.165221558992441,0.165221558992441
20,0.0295596106480044,0.0287787759778413,0.0338509251307891,0.0242037667487614,0.0236191386081322,0.0277222914581612,0.165221558992441,0.0237123254265087,0.0243478375137078,0.0295638164906476
30,0.0239358083673649,0.0245502681347297,0.165221558992441,0.0236310769925146,0.165221558992441,0.0230828670712111,0.0249115392738601,0.0236934986254036,0.0234534603024469,0.0229135596900551
40,0.0232627574993193,0.0228697753362875,0.0225383008314436,0.023505555544573,0.0226393394880154,0.0231787891925651,0.165221558992441,0.165221558992441,0.165221558992441,0.0232877914303889
50,0.165221558992441,0.0226201438318895,0.0224277562939402,0.0230804482539924,0.165221558992441,0.0226206926412526,0.165221558992441,0.0228444647165254,0.0240529487060929,0.165221558992441
60,0.0230585539073211,0.165221558992441,0.165221558992441,0.0239780063603344,0.0223893914627418,0.0230301504849115,0.165221558992441,0.165221558992441,0.165221558992441,0.165221558992441
70,0.0232348343154087,0.0225889337384121,0.165221558992441,0.0225188625280024,0.0315959938586601,0.165221558992441,0.0229294664377179,0.0227633068636602,0.0223212939644458,0.0230205306263097
80,0.165221558992441,0.165221558992441,0.0225726694439652,0.0224346996212397,0.165221558992441,0.0230555643815467,0.0224856159016235,0.165221558992441,0.0224553789242448,0.0226076344537366
90,0.165221558992441,0.0228634839203314,0.165221558992441,0.0223223672790165,0.165221558992441,0.0223897458119702,0.0225182970155781,0.165221558992441,0.0225226716538789,0.0220795161049162
100,0.165221558992441,0.165221558992441,0.165221558992441,0.0223141591935726,0.0226281941551715,0.0219925666316562,0.165221558992441,0.0227448221947425,0.165221558992441,0.0227714113652081
