u,g,r,i,z,redshift
23.39833,21.62927,20.49095,19.64038,19.21707,0.5739703
20.92081,19.2674,17.91846,17.40648,17.08368,0.220211
24.09477,22.0881,20.62088,19.52536,19.09333,0.5661629
19.90863,19.03573,18.66053,18.39805,18.32285,0.1406312
19.27388,17.70884,16.72612,16.24954,15.88321,0.1398903
19.76581,17.92804,16.77094,16.30559,15.95112,0.1625282
25.27398,22.16464,20.64748,19.64604,19.10971,0.5727415
22.71534,22.51295,20.67151,19.76505,19.34322,0.5842836
22.46021,21.11412,19.32796,18.66795,18.31527,0.3906979
22.13881,21.50606,20.52181,19.60598,19.38465,0.6676326
24.79405,22.6747,20.87477,19.84258,19.34897,0.4927372
22.184,19.64485,18.20329,17.65246,17.25651,0.2476882
23.45036,22.27937,20.48041,19.49337,18.90925,0.5098608
23.3442,20.72903,19.07732,18.46638,17.97143,0.3610213
23.92186,22.39258,20.61486,19.46873,19.11812,0.5611216
22.798,21.65096,20.15306,19.21903,18.82111,0.5276478
22.74356,22.25235,20.83012,19.63026,19.01989,0.6374351
22.73867,21.80359,20.77876,19.83065,19.2985,0.5230185
17.80992,16.4173,15.77477,15.4234,15.19797,0.07901603
23.50263,21.47008,19.71274,18.83249,18.44052,0.5209979
23.27386,21.97189,20.45111,19.47361,18.9993,0.4744692
24.94587,22.64673,20.90131,20.04185,19.53094,0.5116121
19.51242,17.7564,16.73168,16.2314,15.87415,0.1410736
22.63443,20.62646,18.8866,18.26298,17.8349,0.3692836
25.17918,21.35483,19.48037,18.57439,18.24284,0.4722861
24.38819,21.77457,19.73333,18.81104,18.3704,0.5115802
17.93805,16.85762,16.48281,16.19559,16.07565,0.06537476
24.34473,22.11049,20.11879,19.25901,18.80603,0.4386672
25.3617,20.52362,18.80152,18.19123,17.7377,0.3741473
21.13193,18.72475,17.6127,17.17249,16.81033,0.1393596
20.08163,18.4267,17.54481,17.1114,16.79972,0.1492727
22.3066,21.03691,19.29785,18.56236,18.19916,0.4156182
18.41072,17.06735,16.54998,16.25909,16.10261,0.06153583
26.07528,22.10566,20.51231,19.23774,18.82601,0.6132314
22.23676,22.35373,20.70237,19.50611,19.10852,0.6416411
21.32659,19.90067,18.51641,17.89963,17.49572,0.3349203
19.17484,18.16181,17.76012,17.41936,17.32051,0.08322463
22.08265,19.95891,18.38527,17.77788,17.45517,0.3213291
23.72691,20.04403,18.49754,17.89759,17.5111,0.2776996
23.78617,22.02234,20.39175,19.29282,18.5996,0.6250398
23.06095,22.3276,20.67053,19.64555,19.28139,0.5574236
22.28308,21.78974,20.1981,19.2931,18.95042,0.5971023
24.55455,22.87142,20.80477,19.59028,19.13341,0.601782
20.13238,18.57674,17.74726,17.35188,17.04736,0.0929229
20.89068,18.92533,17.80104,17.36749,17.0556,0.1774379
22.21609,21.28989,20.2156,19.49749,19.15523,0.5527472
23.50963,22.1319,20.75181,19.58609,18.91773,0.7658352
16.25561,14.45309,13.67047,13.2675,12.97537,0.02507616
21.89635,21.14456,19.8579,18.71653,18.41639,0.5682924
22.0325,18.92514,17.53944,17.02124,16.67479,0.2410485
22.72941,22.13427,20.73503,19.70504,19.32669,0.5545134
22.4945,21.67512,20.1074,19.28288,18.7887,0.5066454
22.98884,24.44516,21.61531,20.39883,19.98406,0.6487853
24.76232,23.15213,21.26414,20.13068,19.51855,0.5959437
22.76972,21.91119,20.26556,19.25685,18.78453,0.5315956
22.27906,20.6725,18.93847,18.19357,17.6954,0.4475182
24.44226,21.75348,20.34172,19.58739,19.04339,0.4293977
24.88852,21.81503,20.32245,19.46761,18.99734,0.473621
21.46272,21.17898,19.64118,18.77234,18.40435,0.4729056
23.9586,21.77746,20.38923,19.56916,18.9482,0.5223096
23.19625,20.81774,19.06886,18.48413,18.19355,0.3469783
19.36716,18.03384,17.46713,17.14923,16.95778,0.02563657
23.80114,22.65516,21.07532,19.89301,19.49967,0.6127107
22.92775,23.65215,20.98172,19.7965,19.2689,0.6051688
24.14853,22.56019,21.38098,20.28174,20.03538,0.5691355
19.69444,18.02776,17.16557,16.70385,16.37619,0.08992185
21.68338,20.78045,18.89118,18.12291,17.65546,0.4549736
21.75468,20.22329,18.55126,17.97151,17.61235,0.3089003
19.57547,18.5114,17.97267,17.53887,17.39902,0.1502721
18.97941,17.33607,16.43624,16.0058,15.64965,0.1099155
23.22272,21.29166,19.29731,18.60707,18.04692,0.3988283
24.03801,22.57117,20.72522,19.86995,19.61967,0.4386538
25.68391,22.63402,21.18413,19.76971,19.17582,0.6545663
19.24672,17.5366,16.6636,16.21339,15.75368,0.06281015
19.42877,18.11555,17.54764,17.23345,16.99341,0.06226778
24.24562,22.52961,20.659,19.60218,19.07852,0.5522981
21.03652,18.93561,17.53429,17.04694,16.68821,0.2352465
23.09495,21.8166,20.0808,19.26067,18.62218,0.4773622
23.68071,22.01439,20.2825,19.28681,18.9485,0.4728671
25.06523,20.41614,18.67895,18.05704,17.68749,0.3388223
20.12795,18.40379,17.53943,17.14843,16.84987,0.08457711
24.6237,22.12284,20.68484,19.7269,19.56811,0.5910773
22.12625,20.88944,19.24674,18.55161,18.24951,0.3862532
24.11498,21.29511,19.74329,18.89486,18.54772,0.5250174
23.16799,22.1569,20.40276,19.54723,19.05676,0.4752893
23.51,20.59242,18.92343,18.34606,17.9475,0.3302264
22.40525,22.91497,21.10864,20.14419,19.86845,0.5526878
22.79341,22.75822,21.19511,19.8297,19.53477,0.7208088
25.17791,21.57464,21.03537,20.30659,21.66164,0.4033267
22.61378,21.69253,20.05825,19.23704,18.87951,0.4696524
22.73515,21.89246,20.36282,19.39227,19.01945,0.5234288
18.41077,17.45448,17.11618,16.80022,16.71805,0.0629992
19.47703,17.63066,16.64566,16.20168,15.79793,0.09843078
20.12563,18.08568,16.9569,16.45502,16.05672,0.1329908
21.25893,19.23075,17.70783,17.13062,16.80225,0.2935411
18.93148,16.93608,15.98355,15.56338,15.21982,0.0992294
21.41509,18.73504,17.21435,16.64511,16.27241,0.2959662
26.2704,21.95151,20.3181,19.52174,19.02893,0.4375261
22.79804,21.8141,20.34384,19.31965,18.89713,0.5364211
20.13238,18.24919,17.31241,16.90997,16.55683,0.1085221
22.32166,21.89375,20.50699,19.65555,19.27092,0.5605139
19.7935,17.92485,17.03705,16.64745,16.33035,0.08404896
22.53525,21.83515,20.68789,19.94671,19.55895,0.3995357
25.89301,21.42843,19.77269,18.96345,18.73488,0.4758407
22.7735,22.06504,21.35895,20.25133,19.73223,0.5640597
23.84474,21.78603,20.25785,19.48583,18.85836,0.5063334
24.28119,22.02316,20.54095,19.59265,19.06879,0.5695184
22.00416,22.14116,20.43462,19.57464,19.07218,0.5894059
22.92246,22.72638,20.76616,19.82512,19.26766,0.4913307
23.82664,20.22152,18.67858,17.99417,17.61205,0.2861227
22.71924,21.45677,19.89617,18.77367,18.25105,0.5999664
23.59612,22.90424,21.14578,19.96061,19.47016,0.5858186
22.82067,22.19786,20.55626,19.52708,18.92829,0.5160615
22.8061,22.61147,20.59142,19.67471,19.2204,0.4607708
24.29109,22.07998,20.57439,19.78958,19.49508,0.5093893
25.17877,22.17968,20.51699,19.31163,18.79601,0.5844839
25.07776,22.16645,20.69369,19.50921,19.06838,0.6057119
23.7758,22.44989,21.22124,19.95955,19.50516,0.5888673
25.23302,22.17382,20.8171,19.72202,19.33094,0.5835086
23.33528,21.45441,20.42651,19.53848,19.06751,0.6603153
24.19941,22.73105,20.95548,20.00377,19.435,0.5273402
16.7685,14.89582,14.02826,13.60379,13.25597,0.04252233
20.64437,18.50723,17.40019,16.95314,16.63554,0.1462853
23.91545,23.85575,20.63821,19.37531,18.82301,0.7286772
25.33632,22.7084,21.13805,19.9929,19.33925,0.6349922
23.15377,21.89307,19.9926,19.19118,18.53006,0.5290636
24.99733,21.61026,20.09205,18.81821,18.27796,0.5919976
20.17009,18.06116,17.00629,16.57421,16.18791,0.1338096
19.60192,18.0016,17.18655,16.72194,16.32208,0.07808373
24.01095,22.56278,20.74549,19.49317,18.89684,0.7404644
19.96104,18.21597,17.15884,16.6988,16.39556,0.2020576
20.25246,18.37141,17.43014,17.01941,16.69786,0.1305374
22.60138,21.76314,20.4129,19.3036,18.81973,0.556631
23.40336,22.13522,20.50403,19.42341,19.08697,0.5379972
23.3943,20.62334,18.86341,17.9484,17.53942,0.528019
21.77943,20.46094,18.80939,18.1807,17.83185,0.3999259
19.30004,17.97772,17.30478,16.93794,16.69999,0.08025718
25.91003,22.11758,20.43375,19.19413,18.66177,0.6043789
19.62292,17.56891,16.87098,16.4781,16.19326,0.07079687
22.25386,20.21675,18.6593,18.08398,17.67281,0.3222641
18.99938,17.10235,16.20895,15.77873,15.45488,0.08225905
23.23202,21.80018,20.56185,19.71806,19.49899,0.5421168
23.18023,23.41601,21.24115,19.9572,19.60027,0.6105407
26.93327,21.91391,20.01113,18.97857,18.48982,0.5830758
26.26045,21.60666,20.08722,19.04924,18.66024,0.5487335
24.64586,21.51762,19.56185,18.95336,18.77924,0.4060097
23.7354,22.30159,20.06869,19.10213,18.69101,0.5297655
19.38601,17.43999,16.62867,16.24415,15.95618,0.04666851
23.64775,22.54334,21.5006,20.60875,19.7813,0.821329
18.8549,17.36412,16.72555,16.36115,16.12376,0.08367196
23.30844,22.06693,20.52504,19.37725,18.95056,0.5877128
22.79617,20.71547,18.94534,18.33322,17.91206,0.4000276
23.09086,21.49214,20.17374,19.43462,18.87221,0.2024065
23.37495,22.08128,20.52959,19.46735,19.09383,0.577619
23.35537,21.94116,20.09377,19.12312,18.67377,0.6056757
18.71733,17.68821,17.30954,17.07822,16.94885,0.02903826
20.14823,18.335,17.28978,16.88051,16.54584,0.1451438
20.35364,18.47465,17.38604,16.93284,16.55892,0.1371676
19.84485,17.79759,16.82287,16.31184,15.91939,0.08760686
20.18718,18.16579,17.09629,16.66324,16.23804,0.1216761
19.0833,17.17832,16.28005,15.86113,15.53572,0.0770176
19.05704,17.8936,17.34508,16.97797,16.7691,0.08214922
19.07353,17.08325,16.29828,15.88927,15.60043,0.1071921
24.29736,21.28444,19.59639,18.86196,18.48655,0.4679618
19.19,17.4334,16.58997,16.19642,15.90637,0.09179685
19.8054,17.75244,16.77577,16.37376,16.03419,0.1301423
20.01722,18.09609,16.92303,16.47415,16.14546,0.1864518
19.22419,17.84663,17.17224,16.79102,16.56611,0.09080905
19.92728,18.16255,17.32895,16.93526,16.64064,0.07247408
18.75849,17.18156,16.44143,16.07604,15.79364,0.08803827
19.64926,18.16541,17.46419,17.03003,16.83117,0.1023148
25.54416,21.86464,20.22717,19.40454,18.90203,0.4343866
19.91377,18.52441,17.71038,17.26942,16.98693,0.1369822
21.59422,21.19139,20.39556,19.80058,19.88659,0.6053495
25.17986,21.43757,19.49875,18.74223,18.38211,0.448654
22.89005,21.55878,20.01175,19.26218,18.87146,0.4504998
24.4319,23.2868,21.08774,19.89464,19.59727,0.605212
22.51682,21.58046,20.20673,19.22831,18.68922,0.5607142
21.91733,21.79284,20.56605,19.82887,19.58548,0.457225
19.78792,18.27261,17.35715,16.96511,16.64492,0.1675654
18.78634,16.91188,15.99281,15.58325,15.23916,0.09621935
20.19433,18.46769,17.51542,17.08752,16.73844,0.1104945
22.59196,22.1952,20.26633,19.33642,18.81268,0.4574922
25.35552,21.86365,20.3091,19.41386,18.92998,0.485694
22.23625,21.36368,20.38676,19.67292,19.49233,0.6103792
22.16166,20.13336,18.56702,17.94999,17.62177,0.3667845
25.18037,21.33648,19.67375,18.79726,18.40943,0.4955209
23.2259,22.42591,20.93662,19.52756,18.86143,0.7416914
23.12509,22.59792,20.85973,19.86493,19.43077,0.5103766
24.93226,21.89631,20.21503,19.36483,18.9845,0.4806994
20.40739,18.29949,17.17017,16.72476,16.36125,0.1482666
20.36131,18.43439,17.29398,16.82117,16.53095,0.1723216
26.72052,22.21074,20.55594,19.60767,19.12728,0.5024215
24.83662,22.38324,20.62458,19.77234,19.49565,0.4682052
23.34293,22.50466,20.73812,19.75195,19.16659,0.5220086
22.57287,21.2093,20.25345,19.35143,18.79792,0.5680739
25.72913,21.3627,19.56952,18.62302,18.03028,0.5229102
25.57539,22.14415,20.55499,19.74064,19.27127,0.4742036
22.00025,21.53336,19.90868,19.07826,18.50067,0.4874633
21.87121,19.8885,18.38404,17.82028,17.44472,0.276281
19.0374,17.64956,16.89709,16.45689,16.20042,0.1550017
26.88776,22.25956,20.30676,19.25865,18.68225,0.5602888
20.67584,18.40975,17.25529,16.8039,16.52847,0.1416981
20.35326,18.42617,17.37272,16.91886,16.58669,0.14551
25.52316,22.29871,20.79961,19.66342,19.21827,0.6361049
20.97757,18.85416,17.52073,17.00673,16.65681,0.2037833
24.74508,22.70741,21.0715,20.07112,19.68938,0.5401783
19.3349,17.32531,16.30758,15.85013,15.494,0.1069756
25.40246,21.18179,19.31646,18.56017,18.20076,0.4530083
22.56909,21.72187,20.56695,19.81133,19.34356,0.4723285
25.22978,22.71178,20.82663,19.85044,19.4149,0.5277418
25.26332,22.61224,20.87377,19.856,19.18782,0.5397126
22.64392,21.90071,20.43307,19.59595,19.22033,0.4611304
22.93888,21.64282,20.08487,19.25282,18.80072,0.5120359
18.52352,16.6284,15.75959,15.34751,15.03299,0.07023016
18.33242,16.85776,16.11727,15.7389,15.44817,0.05547222
22.85213,21.39785,19.88273,18.86895,18.28071,0.5501185
23.14163,22.22689,20.65185,19.84192,19.31167,0.4601129
25.18545,20.36401,18.47375,17.82534,17.49246,0.3711232
19.24454,17.55526,16.7412,16.34286,16.01987,0.06881656
23.32957,20.04108,18.46261,17.9059,17.56429,0.2885074
24.46655,21.39871,19.57529,18.91141,18.51727,0.4233296
25.58371,20.4312,18.71856,18.11476,17.78342,0.409807
25.68272,21.72069,19.95637,19.16057,18.57178,0.5024091
23.29423,22.6918,21.17546,19.94928,19.54486,0.6935531
22.68002,21.98801,20.71087,19.93927,19.59748,0.5001253
19.84707,18.28006,17.401,16.91367,16.62722,0.1513856
19.14176,17.74997,16.92094,16.49767,16.23877,0.1568578
26.31026,21.0597,19.53236,18.56035,18.26155,0.5592101
25.05429,21.7848,20.25132,19.49088,18.97256,0.3155891
23.21384,21.84044,20.38029,19.49483,19.10978,0.4779395
20.66801,18.68831,17.54944,17.0519,16.66378,0.1667432
24.26983,21.50231,19.99285,18.90118,18.68872,0.5332934
23.19751,20.12328,18.40697,17.80014,17.44627,0.3301387
23.19258,21.65654,20.12114,19.34268,18.9684,0.4427905
25.40717,22.55156,20.85169,19.69868,19.14061,0.6046782
19.75005,17.95546,17.01889,16.59629,16.26393,0.09087794
25.73547,21.64025,20.29108,19.47799,18.89706,0.4424118
17.1127,16.13244,15.68986,15.49699,15.33007,0.021758
24.67867,20.94579,19.12112,18.54252,18.16532,0.3628358
17.66615,16.05884,15.35553,14.97874,14.68476,0.04808582
18.75894,17.10335,16.31713,15.88717,15.5615,0.04031148
24.45777,22.11895,20.36285,19.26079,18.76516,0.6066944
21.92718,21.2907,19.93021,19.20087,18.72074,0.55402
23.27452,20.81289,18.93692,18.35387,18.01579,0.3656018
20.49306,18.79675,17.38527,16.90803,16.54547,0.2674213
24.43851,23.03471,21.04732,19.79821,19.05781,0.7040399
21.78971,20.11937,18.55759,17.98678,17.60508,0.3296475
23.22086,22.08512,20.5716,19.34829,18.9371,0.6129825
24.704,21.97107,20.40248,19.43515,18.8922,0.6107661
21.86552,21.33015,19.93573,19.20144,18.7347,0.321128
25.24331,22.61015,20.95227,19.90678,19.58019,0.5781213
19.38838,17.46798,16.58327,16.15713,15.85343,0.07228389
25.49799,21.00522,19.2184,18.60222,18.14439,0.3548951
21.8587,19.99425,18.21412,17.56259,17.17935,0.3576428
19.81105,18.30212,17.57475,17.22448,17.01785,0.06264071
24.94447,22.53356,20.99284,19.79396,19.56253,0.5425636
23.49646,22.36669,20.33732,19.43371,19.0886,0.4841883
23.66854,20.86801,19.08065,18.45899,18.07779,0.3513514
23.69589,22.36982,20.59862,19.70774,19.38644,0.5668394
19.35942,18.01727,17.41867,17.03836,16.77992,0.06073343
22.8165,20.06888,18.43225,17.82399,17.48741,0.29358
25.83867,21.51583,19.78057,18.98014,18.39966,0.4685498
23.47898,22.44426,20.4915,19.56024,19.04485,0.5471874
23.80095,20.98822,19.22921,18.38293,17.95507,0.49228
23.82866,22.48267,21.06383,19.89999,19.47943,0.5491047
18.44088,17.45674,16.9348,16.65669,16.44445,0.05082148
24.85752,21.73813,20.41441,19.42078,19.11356,0.5785171
19.24028,18.04549,17.64613,17.45068,17.3125,0.05417935
19.11509,17.85386,17.22965,16.88582,16.7419,0.1511144
20.07701,18.0765,17.01946,16.57238,16.22169,0.12037
24.12466,22.0413,20.52574,19.57502,19.01786,0.5243174
22.70262,21.95565,20.31552,19.49995,18.92912,0.472656
24.79648,20.41734,18.84395,18.21232,17.81605,0.3954445
25.93637,21.94188,21.14037,20.43344,20.29184,0.6608646
27.05614,22.86957,20.701,19.35409,18.81954,0.6814529
25.85835,21.00809,20.05047,19.14343,18.88728,0.6118725
23.18769,23.3299,21.03657,19.83574,19.54249,0.5683551
25.77284,22.46768,20.79872,19.87421,19.39709,0.5158021
23.89579,20.90876,19.10657,18.52133,18.11556,0.3804218
22.93516,22.26021,20.57858,19.45053,19.0595,0.6466168
23.71233,21.14757,19.54272,18.57241,18.20772,0.5061322
22.99,21.89817,20.26625,19.35694,18.91846,0.5224236
22.57967,21.89365,20.52366,19.53338,19.20857,0.5167284
23.35698,22.55639,20.71462,19.47448,19.1251,0.6073467
25.14301,22.28929,21.01717,20.1752,19.80041,0.5249459
21.93786,21.49299,19.98935,19.06146,18.44856,0.4918926
22.96682,23.49488,21.19254,20.00287,19.63484,0.5653709
22.46753,23.94207,21.8986,20.41087,20.28009,0.6070004
21.84875,22.27734,20.7068,19.75133,19.43142,0.5231212
22.77718,21.23132,20.23836,19.20818,18.55316,0.6058281
22.41348,21.85527,20.87329,19.86351,19.8159,0.7062007
22.3881,22.13368,20.8387,19.93763,19.45801,0.6673231
24.54911,22.08906,20.1639,19.32924,18.78778,0.5001233
24.10167,22.30816,20.8306,19.85033,19.57595,0.5524809
22.32159,21.71852,20.21233,19.29728,18.90476,0.4919478
25.36348,22.74948,20.84558,19.77678,19.27548,0.5910586
22.67942,22.20881,20.74196,19.62226,19.14431,0.6777939
23.04238,21.15979,19.95303,18.67404,17.92425,0.06956738
26.32858,22.45417,20.6383,19.67894,19.25854,0.525201
24.47792,20.82954,19.07092,18.41265,17.93718,0.358111
21.66389,20.63679,18.9927,18.37068,17.90708,0.3258047
26.61569,21.46642,19.81772,18.94215,18.5099,0.4583409
24.60271,22.24628,20.52375,19.63088,19.2233,0.5284523
25.94633,22.28402,20.69127,19.72875,19.44524,0.6365535
22.90237,21.29659,19.40336,18.80007,18.48472,0.3143496
22.98231,23.01533,21.00052,19.78615,19.35279,0.7109346
22.60534,23.19236,21.52875,20.24137,19.72564,0.7377352
21.28881,20.24923,18.51732,17.90942,17.6263,0.3666504
23.29358,21.96062,19.92472,19.08282,18.77448,0.5348407
23.41754,22.51255,21.51542,20.44581,20.07512,0.6787952
23.51954,22.27871,19.84315,18.84908,18.357,0.5640797
22.45695,22.26458,20.81145,19.97639,19.51561,0.4343097
25.48343,21.62782,20.56411,19.71755,19.65777,0.6123672
24.04474,20.88035,19.44512,18.50423,18.11459,0.5182053
21.75834,21.29727,20.18807,19.27521,18.80732,0.5222777
23.76355,22.0451,20.38718,19.47872,19.18385,0.5810905
25.36752,22.21753,20.3917,19.29548,18.89206,0.5950567
24.43119,21.9332,20.28859,19.45145,19.1176,0.5085599
22.60736,20.69617,18.99526,18.31094,17.88086,0.4205173
23.7017,22.79298,21.02534,19.76973,18.95757,0.7244684
21.17496,20.94965,19.59531,18.7189,18.27987,0.5694052
25.71403,20.63305,19.04329,18.32304,17.8631,0.45901
22.11633,21.96867,20.32867,19.15716,18.84621,0.5595074
21.63596,21.46279,20.19935,19.47377,19.07573,0.5647292
24.68462,22.1789,20.36699,19.46066,19.2193,0.5092795
22.53716,21.87245,20.20774,19.39342,19.16439,0.514167
24.75451,20.16349,18.45693,17.81903,17.48327,0.3334419
25.06623,21.46777,19.79833,18.93459,18.45651,0.4784932
19.7776,17.76319,16.81911,16.38253,16.05301,0.08944994
26.06427,22.25749,20.60656,19.58776,19.15861,0.5671385
24.39142,21.20758,19.51353,18.7947,18.45757,0.4283822
23.70218,22.18594,21.09475,19.84165,21.98926,0.4729009
22.52952,21.56271,19.52181,19.02518,18.6717,0.3766651
18.95069,17.07524,16.15209,15.72608,15.42578,0.08541561
24.53692,20.80641,19.07599,18.38108,18.05961,0.4148235
22.37428,19.52938,18.01944,17.46408,17.0898,0.2446731
25.37845,22.33438,20.37687,19.35718,18.89893,0.5555623
22.029,21.27046,20.26174,19.45416,19.11941,0.7045249
23.80915,22.4948,20.93373,19.93813,19.3582,0.613809
24.588,21.13225,19.49313,18.66986,18.26725,0.429001
25.21845,21.31841,19.5335,18.72259,18.30945,0.4602797
19.78826,17.908,17.09972,16.71974,16.42031,0.05840693
19.64755,18.28115,17.57315,17.18613,16.89725,0.05502086
24.14069,21.73285,20.09612,19.21082,18.8042,0.4647857
22.05013,20.44179,18.69984,18.08805,17.70836,0.3612511
23.03904,22.06002,20.53232,19.4408,18.92196,0.5979465
24.2352,20.47606,18.78852,18.2301,17.88201,0.3400851
21.82788,19.8504,18.31175,17.78778,17.38324,0.2719066
22.66756,21.26533,19.38246,18.70506,18.43502,0.3269414
25.01897,19.66337,17.80707,17.22663,16.84674,0.3156097
25.04636,22.17216,20.54235,19.59897,19.24778,0.570578
21.3228,19.62061,18.1493,17.63697,17.27059,0.2923219
23.98211,21.94854,20.23178,19.39116,19.03394,0.477652
23.58388,21.84309,20.52175,19.54203,18.78974,0.5629494
23.79104,20.4687,18.81275,18.20088,17.87855,0.376581
18.99626,18.03034,17.61977,17.29535,17.16636,0.100263
17.75411,16.06735,15.28821,14.88094,14.55707,0.05314994
18.8544,17.74098,17.21603,16.84416,16.63792,0.07668339
19.71514,18.21379,17.408,16.97929,16.71151,0.1366539
25.56199,22.2422,20.82828,19.82922,19.53032,0.5087796
24.55063,22.46963,20.8858,19.8369,19.73759,0.5318903
26.02019,20.82558,19.03556,18.42068,18.06232,0.336302
23.01293,21.52097,20.20234,19.38211,18.94477,0.4635338
22.50928,20.2474,18.48186,17.7195,17.33941,0.418384
23.30999,22.79377,20.86632,19.66626,19.46523,0.596442
20.05651,18.03728,17.10242,16.69917,16.35395,0.09104358
22.71533,21.61245,20.04192,19.27539,18.78802,0.4367961
19.62176,17.84943,17.00166,16.59959,16.27898,0.06222474
24.11085,21.41671,19.68479,18.86023,18.57809,0.4537349
24.58187,19.66174,17.91303,17.28923,16.78392,0.2479182
24.64598,21.64867,20.0498,19.26731,18.87639,0.4588999
22.23975,21.37391,19.96538,19.14423,18.75319,0.5030771
24.92681,21.47518,19.56201,18.95693,18.52656,0.3515149
23.05055,22.4528,20.60365,19.6427,19.27178,0.52074
20.48271,18.6562,17.59376,17.14854,16.83834,0.1553886
19.63466,17.69707,16.52799,16.04292,15.67715,0.1565516
24.80504,22.1626,20.6913,19.6058,19.21473,0.5528745
24.14767,22.40813,20.46778,19.46974,19.06077,0.526042
20.77151,18.68793,17.46813,17.00895,16.69312,0.1983822
22.06686,20.72808,18.99463,18.28131,17.84622,0.4015642
18.69271,17.04751,16.19536,15.6825,15.3255,0.05445834
24.21614,21.79552,20.38941,19.37716,18.91724,0.5558317
23.18086,22.85482,21.19791,20.16708,19.6103,0.6156009
19.99273,18.27355,17.31087,16.85498,16.49016,0.1351319
19.94528,18.46676,17.51606,17.07769,16.74046,0.1294094
25.74082,21.78597,20.22434,19.09055,18.58741,0.6514085
22.55526,21.66744,20.21217,19.45963,19.05516,0.5007588
24.83306,23.04021,21.13099,19.97834,19.3308,0.6110977
19.63106,17.5531,16.57573,16.11627,15.79135,0.08583283
26.61536,22.50852,21.02001,19.70532,19.03228,0.674284
19.57125,18.91642,18.52122,18.39182,18.21615,0.2520664
25.86185,22.62547,20.98244,19.81771,19.37265,0.6080758
23.23934,22.127,20.5139,19.54174,18.92509,0.5948351
19.24189,17.85488,17.27808,16.96337,16.76897,0.05874733
25.90067,22.6504,20.96294,19.727,19.29037,0.629952
24.92087,22.37481,20.3851,19.40569,18.94064,0.570998
22.93981,22.15473,20.58308,19.68669,19.4454,0.5021897
23.89781,22.15272,19.73601,18.87865,18.47953,0.4802864
24.83065,21.54546,19.90012,18.97567,18.5005,0.492397
25.81536,22.77919,20.6285,19.33808,18.89777,0.5827729
25.45008,22.19202,20.77704,19.69167,19.22271,0.5108042
24.51651,21.19236,20.25797,19.57472,19.71046,0.5545359
25.33336,21.94624,20.25071,19.45896,19.1996,0.4579273
24.89036,21.9161,21.26511,20.41183,19.99948,0.6515758
23.35189,22.28553,20.83413,19.80432,19.52482,0.5468676
22.89887,22.00062,20.564,19.64589,19.22862,0.4959521
22.11705,21.34349,20.1557,19.43243,18.9629,0.5357398
22.89582,21.86532,20.24848,19.41892,18.77093,0.4626511
21.12704,19.09395,17.69453,17.14229,16.75135,0.2806004
23.66505,21.8562,20.12904,19.30962,18.77339,0.440264
22.873,22.32591,20.8647,19.62121,19.05447,0.5998064
24.93126,22.76241,21.17507,20.27012,19.68542,0.5758899
22.25655,22.51761,21.18404,20.0778,19.58486,0.5092384
23.85995,23.32704,21.28118,19.87786,19.40646,0.6131733
21.9294,21.1316,19.49294,18.57471,18.10633,0.5052947
23.79002,22.73457,21.09897,20.10655,19.46618,0.5472345
24.75892,22.29297,20.70185,19.83705,19.42804,0.5249302
21.95649,21.84469,20.34469,19.45718,19.26521,0.480746
23.41109,22.016,20.68204,19.82718,19.06355,0.5055561
25.15008,21.89286,20.40037,19.48277,19.21274,0.6081285
24.82263,21.83325,20.32373,19.48451,18.93248,0.479516
22.30402,22.02794,20.40075,19.51455,19.07295,0.4753988
23.67799,22.12856,20.43111,19.51444,19.3134,0.495771
22.86751,22.05679,20.9271,19.91293,19.53196,0.5876876
25.08216,20.93254,19.17521,18.49923,18.09869,0.4032856
24.25959,21.78035,20.18049,19.33933,18.88005,0.4815862
22.2396,21.82239,20.45253,19.3736,19.22295,0.4896034
24.79764,21.84467,20.25809,19.40117,19.17543,0.4804104
25.44481,22.17886,20.63383,19.62673,19.4558,0.5785947
24.98129,22.06588,20.57308,19.78275,19.41157,0.406504
23.00422,22.86314,21.0911,20.19588,19.92785,0.4833569
24.73314,21.67826,20.40699,19.54646,19.23135,0.468925
24.82643,21.446,19.8674,19.04619,18.78007,0.4776748
26.03445,23.18951,21.18937,20.05092,19.44466,0.6896576
22.72037,21.7548,20.66587,19.69991,19.1343,0.6014775
25.91161,22.14543,20.44489,19.42651,18.83205,0.5651728
22.81669,21.28993,19.56088,18.65772,18.23339,0.5143954
24.71542,21.6708,19.99286,19.03996,18.49882,0.5721363
23.93402,21.47732,20.59173,19.69548,19.16609,0.7327033
23.01085,22.17218,20.22814,19.41215,19.06157,0.4693092
24.4228,21.95497,20.46525,19.2271,18.74399,0.6957603
23.18279,21.14603,19.42318,18.70408,18.23358,0.4312059
25.32656,22.43036,20.67825,19.73142,19.18859,0.5131351
24.71221,22.30453,21.35542,20.09289,19.59526,0.7364933
23.45699,23.58014,21.21773,20.08495,19.65767,0.6748312
22.25687,21.99399,20.29218,19.50207,18.88869,0.4179761
24.13227,21.91769,20.44915,19.45035,19.0851,0.5574144
24.17718,21.7664,20.16936,19.37295,18.98887,0.4571493
23.05582,21.7698,20.89499,19.95232,19.68742,0.6939691
23.51502,21.56127,19.76825,18.95066,18.59632,0.4650616
26.00586,22.92745,20.3469,19.44975,18.79827,0.5802591
21.62617,19.76573,18.18733,17.59056,17.26984,0.3428392
