u,g,r,i,z,redshift
22.19053,20.89291,19.75904,19.24677,18.83244,0.3667448
21.03064,19.4238,18.39066,17.89835,17.5435,0.1706802
19.40947,18.36431,17.73589,17.35905,17.13484,0.1323255
24.48453,23.26144,21.56082,20.2507,19.83624,0.6563572
20.49872,19.61411,18.85907,18.52917,18.32359,0.2220076
20.42407,19.40547,18.78138,18.45879,18.27145,0.1853241
24.27261,20.36433,18.93634,18.43249,18.15611,0.3102977
24.0899,20.10428,18.44559,17.81062,17.46174,0.296161
21.25564,19.95198,19.13314,18.75663,18.60706,0.2212155
25.20539,20.3125,19.04657,18.51813,18.15764,0.1841236
17.86387,16.74451,16.22751,15.93162,15.68163,0.03801756
18.00876,16.19431,15.42923,15.09577,14.84114,0.07624648
19.34371,18.05419,17.43276,17.08705,16.88087,0.08916548
22.71922,22.33242,20.74444,19.77786,19.14391,0.5128495
24.75634,22.17388,20.90648,19.83502,19.38631,0.5739645
22.95962,21.24643,19.61874,18.60122,18.23533,0.5552469
23.87471,21.10791,19.29652,18.60863,18.26102,0.4131511
25.83811,21.57283,20.1026,19.23681,18.72219,0.5024054
20.53842,18.46318,17.19571,16.71626,16.40922,0.1916652
22.02968,21.71071,20.77103,19.84973,19.5859,0.5950533
23.05629,22.28781,20.20617,19.0525,18.50702,0.5979998
22.0387,21.20137,19.33608,18.64321,18.28708,0.3151764
22.59051,20.69581,18.95429,18.27866,18.05485,0.3300673
20.22635,18.20526,17.21083,16.76787,16.42897,0.09664176
20.17821,18.37237,17.57943,17.23131,16.93258,0.08999225
18.03319,16.93991,16.54755,16.29672,16.16356,0.05833568
19.40448,18.01141,17.18348,16.71742,16.415,0.0809674
20.03638,17.86259,16.67843,16.21221,15.89702,0.1741515
26.21281,21.71169,20.01152,18.93393,18.4527,0.5339639
18.97172,18.37733,18.30391,18.31775,18.25904,0.02091426
22.64249,22.75251,20.94974,19.93932,19.81215,0.6383412
19.53717,18.24236,17.6702,17.3654,17.12118,0.06217964
19.06099,18.03754,17.41069,17.05359,16.8002,0.1502753
18.7142,17.4255,16.89587,16.62509,16.45249,0.06486723
18.59146,17.15234,16.38862,15.95543,15.66254,0.09088155
22.86951,19.59507,17.89377,17.30445,16.91546,0.3207301
19.05786,17.94293,17.45192,17.07397,16.90166,0.08897925
17.41056,16.38753,16.09402,15.82502,15.73396,0.05555231
24.07651,22.14812,20.65679,19.63697,19.24109,0.5669795
18.39404,17.31836,17.0199,16.84623,16.69895,0.02136928
26.47475,22.12124,20.30164,19.36698,19.03463,0.526197
19.05618,18.01174,17.74325,17.53054,17.45395,0.0486598
18.95451,17.93538,17.63587,17.40543,17.358,0.08321483
23.50385,22.4786,20.75402,19.6477,19.20542,0.6143023
24.99859,20.67702,18.89556,18.23599,17.78604,0.4022268
21.06069,18.98335,17.59689,17.09045,16.73688,0.2271278
20.65917,18.74658,17.44827,16.95701,16.60698,0.2024506
24.42709,21.21101,19.7572,18.91384,18.40379,0.4913867
20.02433,18.09916,17.13688,16.72825,16.39284,0.1096773
19.96666,18.16009,17.19547,16.69632,16.3247,0.08536031
24.94982,22.14754,20.30156,19.43642,18.96287,0.4957283
24.99333,20.24809,18.59859,18.04837,17.70938,0.34173
19.193,17.38211,16.51572,16.11926,15.82125,0.08144391
24.21423,22.35478,20.42708,19.21867,18.75334,0.6234699
22.83846,21.79318,20.03197,19.12914,18.79606,0.4777236
19.40025,17.56024,16.59714,16.19121,15.85532,0.1150067
23.44576,21.55613,19.81604,18.99975,18.50355,0.4672756
20.10243,18.34945,17.5327,17.1612,16.82972,0.0783539
25.04525,22.96886,20.78671,19.61819,19.25336,0.5206405
22.7785,22.24189,21.27186,19.96487,19.63751,0.6741388
23.70207,22.23668,20.99335,20.05989,19.79761,0.5670178
24.0991,22.68748,20.83958,19.65817,19.4424,0.6602671
22.86868,22.42838,20.70975,19.66636,19.28506,0.606955
18.74043,17.38334,16.84524,16.52022,16.33,0.0737941
23.80298,21.35148,19.58601,18.77193,18.29356,0.4658205
19.0658,17.66048,17.02584,16.69172,16.47326,0.05420853
19.28636,17.66021,16.95763,16.58938,16.32446,0.1397861
21.34558,19.04173,17.72503,17.23406,16.92078,0.2162014
25.90272,22.37124,20.48316,19.59614,19.11915,0.531624
23.24384,21.59647,20.06967,19.14591,18.59949,0.4959264
22.0537,20.98268,19.2242,18.57734,18.19704,0.3771677
22.44547,20.85107,19.05746,18.49094,18.04969,0.3350308
21.36729,19.53425,18.01089,17.42349,17.08213,0.2878701
22.36799,20.22006,18.52322,17.96624,17.54679,0.3136273
17.12701,15.80723,15.17113,14.84576,14.53334,0.03688883
19.82985,17.77182,16.60077,16.08123,15.62837,0.1268239
22.68669,23.72556,21.03691,20.05512,19.56097,0.6135667
18.16736,17.18775,16.78922,16.50476,16.34955,0.05555867
19.53318,17.56645,16.54112,16.12873,15.77747,0.1277923
22.62291,20.03761,18.44417,17.75814,17.50499,0.295676
18.77939,17.57447,17.11603,16.80982,16.66671,0.07978477
23.64499,20.75032,19.06726,18.37159,18.01759,0.4046438
22.6799,21.48933,19.89628,19.10852,18.69437,0.4595169
22.38185,21.98294,21.01594,19.90827,19.16745,0.6091748
25.21981,22.19576,20.38841,19.2164,18.53523,0.6230081
22.90906,22.01466,20.26905,19.43974,18.84082,0.5854468
17.81788,15.74059,14.81284,14.40114,14.0656,0.07080477
18.55338,17.3637,17.0757,16.84686,16.71885,0.04303553
23.19707,21.49923,20.72673,19.80784,19.47596,0.6021527
18.87778,16.94784,16.04662,15.61013,15.26603,0.07229955
23.96014,21.88534,20.66186,19.82385,19.4556,0.3208872
20.56845,18.40211,17.41033,17.00632,16.608,0.1246864
22.30162,22.10713,20.79701,19.786,19.51309,0.5632655
22.76184,22.172,21.05622,20.13699,19.88426,0.6375718
19.88499,17.99844,17.06633,16.67569,16.32317,0.08382601
22.40876,21.7352,20.44822,19.65528,19.0035,0.5479075
19.55572,18.07898,17.28231,16.8627,16.55764,0.08435389
19.7484,17.94102,17.04434,16.66319,16.38381,0.1103578
24.78155,21.99104,20.23199,19.29653,18.75873,0.4977664
24.38313,22.68277,20.7533,19.692,19.2412,0.5662037
24.50756,21.86482,20.23157,19.3809,19.03733,0.4946587
19.02945,17.9085,17.47036,17.18518,17.1038,0.1066131
23.04756,22.29521,20.46372,19.39311,19.00074,0.5899174
21.87322,19.72792,18.35404,17.70902,17.30189,0.2093996
21.94607,21.512,20.77868,19.96572,19.70949,0.6714209
17.61117,16.7823,16.56588,16.39829,16.28471,0.02961222
18.76525,16.7811,15.69545,15.24971,14.88901,0.131564
23.29658,20.71378,19.04545,18.39413,17.97873,0.3550085
23.4223,23.11596,20.65583,19.56335,19.38225,0.5609524
21.15231,17.92878,16.97056,16.50842,16.233,0.1357173
22.46085,20.8612,19.03387,18.24696,17.75332,0.446168
25.02073,22.63967,21.08304,20.23973,19.62988,0.5016999
20.31312,18.18312,17.05136,16.46874,16.09516,0.1918453
24.93737,20.52959,18.88304,18.23518,17.90908,0.3190749
25.50723,23.42475,21.31144,19.78898,19.52811,0.688717
25.695,23.24071,21.69403,20.08458,19.49664,0.7232598
20.22605,18.43988,17.46225,17.0402,16.76237,0.1475889
19.29682,17.37634,16.47639,16.07159,15.76189,0.08127476
22.63944,21.77044,20.15078,19.33451,18.90646,0.4663255
22.2906,22.6983,21.17524,19.7267,19.0357,0.7257444
24.35583,22.87115,20.8481,19.93911,19.30341,0.55042
23.06528,20.4549,18.6738,18.06143,17.69056,0.3448238
23.41764,22.03562,20.58307,19.7093,19.30901,0.4516324
26.09514,22.11165,20.67208,19.67756,19.17674,0.5946621
25.03298,22.54642,20.94518,19.95835,19.52359,0.4883864
23.77134,20.85131,19.17239,18.50705,18.06483,0.3014183
22.57836,21.80017,20.60048,19.72844,19.46021,0.5669385
21.87651,21.20022,19.37034,18.79592,18.40821,0.3438569
19.95591,17.89885,16.94597,16.43111,16.01447,0.08386771
24.93351,21.46651,20.02445,19.23111,18.76232,0.529935
17.73359,15.84037,15.00438,14.60948,14.26977,0.03769142
20.77797,18.54662,17.18312,16.70396,16.41822,0.2145752
19.91724,18.33803,17.51472,17.12493,16.83574,0.1184668
19.38537,17.61066,16.60389,16.18479,15.80058,0.126993
18.02631,16.64198,16.00018,15.63674,15.35686,0.05868592
22.08561,19.73753,18.07653,17.45349,17.1477,0.4380866
18.95171,17.7214,17.23425,16.9348,16.77375,0.04644161
18.27287,17.07263,16.43991,16.01921,15.72994,0.04820611
20.35156,18.47929,17.45178,17.00106,16.67393,0.1849101
19.77593,18.01256,17.18151,16.66702,16.3246,0.07893566
19.4887,17.97346,17.03173,16.60263,16.26428,0.1539907
24.7248,23.87416,20.9445,19.58187,19.19846,0.5894892
24.5525,21.95824,20.2631,19.46737,19.13265,0.4962662
25.95801,22.8203,19.99934,18.97017,18.37946,0.5339183
22.24762,21.3446,19.66909,18.6306,18.1469,0.5404393
18.44255,16.50011,15.56131,15.09714,14.7264,0.08793359
24.33706,22.09708,20.18517,19.37253,18.97771,0.4213262
25.13599,21.58267,20.48372,19.49754,18.97347,0.5210037
22.13318,22.53454,20.86032,19.86989,19.33975,0.7331886
25.5194,23.45828,21.56597,20.20981,19.71348,0.7461296
19.5927,18.13074,17.09339,16.66884,16.36472,0.211336
20.45473,18.53211,17.46391,17.05661,16.75357,0.1403432
22.9726,20.39899,18.71638,18.16336,18.04831,0.3389587
21.88743,19.65732,18.50256,17.79845,17.46231,0.1612938
24.41888,22.67981,21.04486,19.98457,19.58082,0.5473197
20.45507,18.84089,17.52238,17.00548,16.66539,0.2184363
18.26023,16.33489,15.22704,14.75428,14.48392,0.1379378
24.5677,22.6381,21.05984,19.9825,19.39859,0.5698062
21.75583,19.06685,17.59814,17.0308,16.74228,0.2511546
23.59352,20.63357,18.86254,18.25368,17.9002,0.3743686
19.49478,17.55917,16.59223,16.20223,15.86249,0.1105506
19.5494,18.13509,17.50906,17.21472,16.98174,0.1621091
19.84755,17.86772,16.93818,16.51051,16.16198,0.09231034
19.94105,17.9976,17.086,16.68508,16.35247,0.08696529
22.69864,21.77311,20.62233,19.73421,19.24853,0.6388472
24.95981,22.96749,20.86125,19.61319,19.121,0.5941119
20.62935,18.48586,17.52666,17.1277,16.75284,0.09964198
18.94036,17.43546,16.80674,16.4788,16.202,0.050802
17.91022,16.73186,16.04274,15.62822,15.3841,0.07071076
20.75869,18.41686,17.29742,16.85928,16.51653,0.1535261
21.41331,19.98982,18.44909,17.87452,17.51394,0.3134716
22.55747,21.62034,20.20768,19.4485,19.13952,0.4793762
25.30113,21.52736,19.94073,19.16457,18.80206,0.4302923
20.11884,18.24562,17.30178,16.90158,16.558,0.1038673
20.12982,18.30624,17.46238,17.07621,16.77776,0.07793126
23.0641,20.17081,18.37272,17.7817,17.38127,0.3679064
16.62762,15.60193,15.0044,14.6199,14.34062,0.04280036
20.41126,18.45122,17.41582,16.97629,16.59254,0.1326071
22.18003,20.306,18.42346,17.75625,17.36123,0.3961508
24.25647,20.74464,18.95769,18.31702,18.01522,0.3716472
22.55953,19.83214,18.2386,17.68151,17.2891,0.2809707
25.21314,22.07075,20.95627,19.87734,19.3314,0.752547
19.51839,18.33012,17.70255,17.34728,17.08948,0.1069861
19.5541,17.54886,16.55348,16.11097,15.76101,0.1173087
25.00223,23.8477,21.80879,20.33147,19.64477,0.7539289
19.77399,18.20168,17.32451,16.88776,16.54771,0.1132979
24.29089,21.42951,19.728,18.9318,18.38307,0.4025305
24.86802,24.41361,21.46083,20.04891,19.41006,0.6917203
22.86353,21.60369,19.94363,19.0855,18.41278,0.495356
23.03999,20.47771,18.75037,18.14972,17.70523,0.3723244
25.07629,22.40146,21.01548,19.93837,19.54364,0.5721028
23.87423,21.75533,20.48761,19.55369,19.09524,0.4705612
25.64459,21.95958,20.53643,19.53306,19.07242,0.4985446
23.08179,21.65393,19.86303,18.93267,18.3717,0.5762175
22.8184,22.00875,20.40479,19.40967,18.9692,0.52882
22.71206,21.99718,20.6433,19.87363,19.24717,0.5064669
18.96254,18.13415,17.63273,17.07957,17.08998,0.1379202
24.95755,22.14765,20.40714,19.591,19.26319,0.4522203
19.73228,17.82386,16.87068,16.46034,16.11472,0.1064921
20.19935,18.26913,17.33776,16.92919,16.61212,0.1113077
25.16587,22.47952,20.7583,19.82328,19.22821,0.5362461
18.97342,17.81826,17.47453,17.20077,17.17458,0.07752987
18.68387,17.63123,17.31733,17.07471,17.02247,0.06173803
17.94649,16.33503,15.54034,15.15678,14.82589,0.08337675
26.83073,21.58957,19.81429,18.96188,18.52216,0.4737591
23.5368,22.12671,20.90931,20.0416,19.67196,0.5103461
25.42124,22.17339,20.46335,19.49445,19.16634,0.5544521
20.85275,18.95028,17.67177,17.21813,16.91369,0.1836029
19.83153,19.32875,18.95251,18.68619,18.75348,0.2002722
19.48062,18.17489,17.54048,17.13586,16.8684,0.1147508
20.07911,18.71948,17.78521,17.37314,17.13723,0.1669978
19.63626,18.26998,17.5586,17.18406,16.96893,0.14267
22.7335,20.77563,19.00006,18.39619,17.96329,0.3588271
21.59548,18.44319,16.8639,16.36497,15.99912,0.2775667
21.31311,19.65286,18.87579,18.15216,17.81898,0.1412945
24.04199,21.8114,20.06803,19.1745,18.59561,0.4680769
21.71819,21.28933,19.42394,18.80326,18.4558,0.3844529
23.96283,23.27004,21.1054,20.12958,19.55004,0.5613804
25.79846,22.57983,20.92403,19.77703,19.1386,0.592072
25.18125,21.95913,20.46196,19.55055,19.34162,0.5396714
22.39005,21.36496,19.61849,18.83368,18.55129,0.4681583
23.19709,20.07035,18.25289,17.65065,17.31049,0.3456432
22.96293,19.90279,18.30232,17.67334,17.25778,0.2945827
23.16184,23.05831,21.03317,19.78801,19.17879,0.6368104
19.46077,18.22753,17.28879,16.85812,16.58962,0.2160896
23.40084,20.29955,18.69709,18.14044,17.822,0.3118795
17.34398,15.66715,14.9301,14.5908,14.32657,0.02316491
25.60859,22.38426,20.5129,19.478,18.95802,0.5848195
18.24259,17.12886,16.78071,16.57048,16.41277,0.04434668
23.70549,22.27485,20.70007,19.58658,19.08023,0.5335358
21.72946,19.44483,18.02525,17.49379,17.13425,0.2374975
18.48892,17.09564,16.42668,16.04839,15.77443,0.07035935
19.86601,18.07802,17.04923,16.63153,16.25605,0.1324528
24.81009,21.31713,19.50669,18.83389,18.51904,0.4374902
19.43198,17.69157,16.82082,16.39414,16.05889,0.08456675
24.63479,22.19221,20.57302,19.69602,19.06318,0.4697461
18.89706,17.56698,16.91084,16.55103,16.28938,0.08538809
22.20804,21.79852,20.55288,19.49016,18.94879,0.6872131
20.68187,18.71883,17.03345,16.45111,16.1452,0.2954424
22.81342,22.68407,20.61629,19.56878,19.1012,0.6110323
19.85697,17.95465,16.97284,16.57952,16.22595,0.1063979
18.94762,17.12745,16.32284,15.91676,15.58867,0.04129273
18.20671,17.02586,16.59366,16.29366,16.12404,0.05912129
19.32838,17.63638,16.83123,16.40343,16.11265,0.09262061
20.84201,18.7803,17.61471,17.11021,16.8052,0.1843001
22.00527,19.689,18.17677,17.65425,17.30924,0.2752402
18.64742,17.7352,17.31791,17.00798,16.83465,0.1073691
19.97865,18.26545,17.31549,16.87578,16.51779,0.1558763
19.2587,18.21723,17.76479,17.42292,17.30947,0.1378386
22.34521,21.4083,20.49902,19.67312,19.31675,0.5389194
25.9924,22.4834,21.16206,19.84341,19.44394,0.6505877
25.1595,21.49622,19.94145,19.05854,18.60116,0.4699057
22.49172,21.79511,20.3244,19.19192,18.63055,0.5905846
20.09701,17.89076,16.79043,16.29761,15.86642,0.1252318
24.38544,21.54882,19.91392,19.01856,18.56088,0.5271326
19.31428,18.23339,17.64848,17.2863,17.10356,0.08221254
21.83329,21.76959,20.16916,19.27206,18.77989,0.539481
22.37834,21.80102,20.05667,19.02442,18.48067,0.598982
22.71357,22.24122,20.42463,19.44147,18.92043,0.5128954
20.16653,18.27718,17.342,16.9274,16.60957,0.09641542
18.54424,17.36815,16.96749,16.7746,16.6383,0.04748611
22.88473,21.95146,20.70084,19.52147,19.09858,0.6286983
19.74439,17.92875,17.08294,16.69621,16.41347,0.08138113
18.50453,17.57066,17.29278,17.11906,17.05885,0.04782832
22.00389,21.21828,20.23786,19.39672,18.71376,0.7366544
17.73787,16.1102,15.32806,14.90991,14.61754,0.07337391
24.59799,21.81359,20.25613,19.30576,18.97052,0.5581211
22.76802,21.81157,20.55784,19.58813,18.90766,0.6845454
24.74702,21.99447,20.23314,19.39317,19.07389,0.4365579
25.13424,21.86009,20.10433,19.27064,18.84993,0.4222767
24.01674,21.43751,19.78836,18.87974,18.36183,0.4975532
24.08535,22.17839,20.53947,19.62904,19.23036,0.5502464
21.28928,18.8744,17.40456,16.87777,16.4903,0.2576738
22.92518,23.1579,21.04719,19.78277,19.26602,0.6277035
25.68347,21.56645,20.36657,19.09211,18.4893,0.5776119
18.64688,17.20239,16.61573,16.27429,16.06198,0.08430807
19.86062,18.18879,17.40003,17.01171,16.73424,0.1336688
19.83205,19.05518,18.52934,18.20414,18.09423,0.2122204
21.95056,21.08737,19.34285,18.49908,18.11139,0.4740358
23.47894,21.98271,20.27798,19.1727,18.76548,0.5630019
24.19219,22.03289,20.64416,19.8365,19.33442,0.5211576
23.32611,22.17695,20.59228,19.4227,18.81158,0.5763556
23.44015,22.42961,20.79281,19.6578,19.21263,0.582412
23.74426,21.85365,20.31109,19.33215,18.88495,0.5429978
25.09571,22.02403,20.55004,19.65518,19.07913,0.5244281
19.48651,17.8505,17.03322,16.62238,16.31768,0.08435758
19.17616,18.02038,17.58666,17.34245,17.25434,0.02900963
19.07621,17.16222,16.22714,15.80631,15.46013,0.09357972
18.10951,16.68923,15.9743,15.59326,15.33191,0.08833686
19.13084,17.87144,17.20234,16.83737,16.6139,0.1032969
23.0749,21.64185,20.02152,19.1218,18.66198,0.4719233
25.58606,22.27134,20.48533,19.54445,18.87692,0.523093
19.01472,17.27048,16.54236,16.22457,15.93974,0.1051231
22.26965,22.05397,20.11026,19.26078,18.68358,0.4937817
25.26476,22.82179,21.08723,19.97546,19.40355,0.6048455
20.76624,18.692,17.51875,17.05578,16.6821,0.1661716
23.40893,20.83751,19.03339,18.31687,17.93946,0.425164
21.15313,18.93844,17.64941,17.18585,16.89079,0.2386724
24.8292,21.45026,19.88765,19.12317,18.68946,0.4642163
19.52455,17.44119,16.34515,15.89812,15.5383,0.1361229
21.43747,20.99236,20.01439,19.02455,18.47669,0.6240742
23.46608,21.24393,20.08387,19.16937,18.64951,0.6358597
19.61165,18.29704,17.65283,17.25914,17.00062,0.1125173
25.60605,21.41962,20.30859,19.4146,18.9284,0.5644582
20.32504,18.50417,17.3051,16.85211,16.51078,0.2097981
21.57522,18.92461,17.41843,16.8943,16.49982,0.2521276
18.41156,17.03967,16.42799,16.10729,15.8375,0.06575099
21.33153,18.93197,17.66947,17.22594,16.90817,0.2382708
20.80868,19.04222,17.71041,17.10348,16.59991,0.2011557
22.45327,20.93692,19.1945,18.56049,18.18076,0.3478165
25.80395,22.31438,20.40513,19.55874,19.01932,0.5073637
19.3081,18.08155,17.39553,17.01904,16.78793,0.09292635
24.55039,21.0569,19.33059,18.5567,18.17186,0.3877491
18.46865,17.24477,16.59786,16.21494,15.97919,0.1241378
18.83971,18.00393,17.83096,17.58029,17.49583,0.05420633
22.60228,21.50358,20.61659,19.77931,19.17593,0.6756423
22.52858,21.88147,20.38275,19.33713,18.76954,0.7195989
23.23203,22.68744,20.78171,19.85798,19.34171,0.5056566
26.19878,21.25675,19.32372,18.2614,17.7761,0.5582989
22.92987,21.85646,20.85855,19.96965,19.70831,0.5567284
19.99287,17.89101,16.86662,16.43124,16.04185,0.1203192
19.79087,18.42212,17.63901,17.22668,16.89532,0.1207845
17.4381,15.58423,14.79351,14.4184,14.09421,0.03076948
19.7661,17.67557,16.51078,16.06921,15.69724,0.1533968
20.53201,18.6334,17.56966,17.10204,16.76109,0.1326231
19.19598,18.03301,17.36932,17.01887,16.7797,0.1464849
18.66751,17.87903,17.64673,17.41585,17.30784,0.05049009
20.69614,18.62129,17.46338,17.0247,16.67533,0.1648412
19.9344,17.86239,16.66225,16.20276,15.86445,0.1638223
22.07675,20.78087,20.01437,19.28785,19.03302,0.1835272
21.77155,20.78355,18.9988,18.40815,17.98645,0.3301678
19.4741,17.72826,16.78263,16.39884,16.06529,0.1062806
25.01725,21.77243,19.93192,19.07755,18.71893,0.4579087
20.17744,18.37733,17.62777,17.2937,17.00792,0.1100092
24.75816,22.10707,20.68942,19.58716,19.35158,0.6336654
23.6239,21.79302,20.16283,19.31419,18.93858,0.4732792
23.89461,22.01401,20.4576,19.64738,19.20623,0.6184456
24.61438,22.34285,20.70992,19.70122,19.36964,0.5677405
24.56242,21.4192,19.60018,18.71999,18.26295,0.4991775
24.23676,22.06803,20.53924,19.59704,19.09359,0.628112
20.18929,18.45162,17.59603,17.2268,16.89928,0.09482279
23.68212,21.61608,20.05399,19.14677,18.6415,0.5125989
24.18792,21.79597,20.32178,19.43938,19.00782,0.5047367
21.06234,19.19411,17.84971,17.33282,16.94808,0.2038976
20.77598,18.79875,17.6692,17.16777,16.77394,0.170976
20.78828,19.12354,17.65385,17.15038,16.78824,0.2360714
20.47255,18.40166,17.34319,16.86873,16.55959,0.1778284
24.64725,21.72848,20.0421,19.18546,18.63228,0.4862761
20.08803,18.46199,17.49591,17.06451,16.74511,0.1445339
22.49277,20.34517,18.64363,18.07904,17.69044,0.3841616
24.34024,23.78224,20.87041,19.52766,18.92244,0.6547855
21.88798,19.87921,18.24568,17.64498,17.49035,0.4292134
22.22178,20.55006,18.89078,18.30607,17.96162,0.3268465
20.33261,18.45615,17.46904,17.02369,16.65782,0.1141442
25.68384,22.39564,20.56094,19.77087,19.39599,0.4444815
23.86653,22.74281,20.8367,19.84466,19.30758,0.5561225
18.38393,17.25653,16.73332,16.33341,16.11539,0.08554212
23.57067,19.4485,17.97804,17.36003,17.02299,0.2873273
20.89005,19.61333,19.05349,18.3927,18.10081,0.1721437
20.1351,18.25469,17.22843,16.80044,16.53193,0.169068
24.64477,22.14833,20.34795,19.37275,18.8791,0.5443857
22.62025,21.27509,20.22212,19.52092,19.0953,0.592326
22.50164,21.42175,19.59211,18.75493,18.24158,0.4613477
22.50833,21.62953,19.95693,18.83124,18.31878,0.5467907
21.88168,20.61419,18.97389,18.32301,17.88291,0.3976488
26.08717,21.97102,20.28787,19.35069,19.00906,0.5393913
24.13481,21.20994,20.19973,19.49167,19.14533,0.1777766
20.4154,18.6109,17.58493,17.16739,16.79781,0.1384925
19.23454,18.10716,17.69527,17.43132,17.39783,0.07778575
22.74015,22.46441,20.86691,19.62254,19.0128,0.7195824
20.37165,18.75664,17.86304,17.43089,17.18228,0.1528858
18.48895,16.73163,15.92633,15.53424,15.24734,0.07163873
23.77066,21.48394,19.52475,18.91298,18.5807,0.4071622
24.67903,23.14134,21.07696,19.93846,19.44856,0.6681362
20.50375,18.44698,17.3994,16.95683,16.58654,0.117337
24.24693,21.45031,19.57799,18.95822,18.49872,0.3978989
24.15643,22.35497,20.51462,19.46744,19.16555,0.5452088
23.09148,21.50894,19.86329,18.73564,18.24236,0.5471062
23.9304,22.27654,20.47366,19.36405,18.95106,0.5612059
20.93103,18.39622,17.11478,16.61,16.2704,0.1812871
22.11703,19.9057,18.24072,17.66111,17.29359,0.3151292
17.82102,16.28503,15.59121,15.21022,14.90345,0.0442002
20.1985,18.42296,17.3891,16.96296,16.62667,0.1384898
22.6859,20.63472,18.78346,18.18797,17.74435,0.3449056
25.13464,23.09307,21.0395,19.78847,19.27747,0.6667263
26.03294,20.65875,18.90884,18.18463,17.7505,0.4163609
22.82817,21.48774,19.77299,18.98876,18.50936,0.4699919
19.65718,18.35985,17.74551,17.3341,17.07264,0.06863729
22.74658,22.17552,20.91127,19.91323,19.42071,0.6213601
24.41885,21.18215,19.52214,18.67581,18.19027,0.4645782
22.99386,21.6654,20.58921,19.70351,19.25201,0.749019
22.72326,22.1192,20.55596,19.55696,19.07543,0.5878198
25.42507,22.35604,20.57238,19.51045,18.97905,0.5763911
20.33709,18.56297,17.64035,17.1781,16.787,0.110833
16.77199,15.44477,14.78201,14.42324,14.13998,0.03647168
19.57356,18.22904,17.67939,17.38165,17.15265,0.1039631
20.52441,18.56753,17.63174,17.2341,16.93608,0.1051454
19.88658,18.26441,17.45247,17.00016,16.64717,0.06094305
22.5212,21.58225,20.58109,19.47916,19.20505,0.6788381
18.65572,17.58527,17.19888,16.92151,16.74898,0.04591964
19.45506,18.04153,17.26732,16.80068,16.46313,0.09980882
19.59709,17.9083,16.95754,16.54474,16.23367,0.1481416
22.44249,21.6297,20.47831,19.57695,18.83797,0.5348415
23.92885,22.25151,20.56867,19.52876,18.97116,0.558356
22.55038,22.69657,20.8227,19.58574,19.04793,0.7200792
26.14514,21.86092,20.32478,19.35023,19.105,0.5418456
18.517,16.65894,15.79504,15.3944,15.08522,0.07733578
19.49414,18.25281,17.54883,17.17648,16.93846,0.134286
25.61613,22.22502,20.3169,19.45289,18.92411,0.4922838
22.25177,19.91295,18.39624,17.84798,17.49428,0.298533
21.48201,20.0664,18.40891,17.82917,17.42501,0.3211826
21.65318,21.63889,20.06331,19.07977,18.7806,0.5691494
23.19997,22.2446,20.61165,19.73874,19.21006,0.4953211
18.57039,16.86189,16.13396,15.78099,15.50652,0.04475124
25.02629,22.35545,20.60748,19.66557,19.11064,0.5071083
19.86486,17.80805,16.87791,16.4829,16.15131,0.08413497
18.89685,17.21103,16.4243,16.0807,15.81447,0.04040727
24.44716,20.39501,18.47334,17.96457,17.92147,0.2284031
19.66325,17.72058,16.71785,16.25691,15.87667,0.09165655
21.27677,21.43141,20.20071,19.44401,19.24776,0.6129805
22.51836,20.69144,19.06646,18.41878,18.1067,0.3313257
23.30077,20.32647,18.77157,18.17777,17.8184,0.3291774
20.45786,18.45873,17.49988,17.07754,16.70881,0.1026227
18.5896,17.39698,16.86191,16.54561,16.39428,0.05345554
19.84262,18.02503,17.13335,16.71457,16.38998,0.09288623
19.80164,17.79088,16.64416,16.19172,15.8359,0.1575146
17.6025,16.53936,16.13766,15.89699,15.7357,0.04464509
19.29654,17.90707,17.09546,16.67926,16.4578,0.1542266
18.69859,16.6307,15.66728,15.26973,14.9448,0.1077243
17.67807,16.10696,15.30822,14.91854,14.61852,0.08401904
19.10324,17.89967,17.187,16.78343,16.48216,0.131195
18.54247,17.55147,17.05733,16.74214,16.5383,0.09045754
22.20869,21.4922,19.7607,18.84614,18.34633,0.5303
24.20188,22.46885,20.91606,19.66211,19.19905,0.5656576
23.25846,20.65647,18.81362,18.2186,17.83319,0.3579386
24.08766,20.90208,19.15011,18.53024,18.16224,0.3583308
22.13863,21.5362,20.83637,19.92859,19.53903,0.8563282
24.08012,19.53331,18.01352,17.41635,17.03745,0.2269848
24.38631,22.8139,20.83805,19.70494,18.95475,0.6742662
19.87822,18.1744,17.28766,16.79433,16.42236,0.084496
20.51159,18.8687,17.60318,17.16128,16.78992,0.2018722
22.52491,22.11811,20.52275,19.33063,18.85757,0.6281541
15.81344,14.01564,13.26583,12.88397,12.60998,0.01239225
20.09729,18.24687,17.25177,16.81465,16.4615,0.1137096
19.06247,17.44697,16.58926,16.16628,15.82407,0.09004688
22.05346,21.18992,19.98303,19.21532,18.78633,0.5251579
22.93077,22.63773,21.20731,20.15196,19.80692,0.5783447
17.92845,16.92339,16.56441,16.35678,16.13943,0.02490769
17.99508,16.0566,15.12826,14.71429,14.35782,0.08298903
22.31347,21.85546,20.24063,19.23287,18.66226,0.606395
23.73702,22.55301,20.65646,19.78101,19.61671,0.5002204
24.48884,21.12763,19.36368,18.72343,18.32141,0.4018231
24.00029,21.93126,20.43985,19.33933,18.95795,0.6265205
